0.00	0.00	0.00	340282346638528859811704183484516925440.00	340282346638528859811704183484516925440.00	340282346638528859811704183484516925440.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
-6.05	0.33	0.14	0.00	0.00	0.00	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.05	0.32	0.14	-6.05	0.33	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.06	0.32	0.14	-6.05	0.32	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.06	0.32	0.14	-6.06	0.32	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.07	0.31	0.14	-6.06	0.32	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.07	0.31	0.14	-6.07	0.31	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.08	0.30	0.14	-6.07	0.31	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.08	0.30	0.14	-6.08	0.30	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.09	0.30	0.14	-6.08	0.30	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.10	0.29	0.14	-6.09	0.30	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.10	0.29	0.14	-6.10	0.29	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.11	0.28	0.14	-6.10	0.29	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.11	0.28	0.14	-6.11	0.28	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.12	0.28	0.14	-6.11	0.28	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.13	0.27	0.14	-6.12	0.28	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.13	0.27	0.14	-6.13	0.27	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.14	0.26	0.14	-6.13	0.27	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.14	0.26	0.14	-6.14	0.26	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.15	0.26	0.14	-6.14	0.26	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.16	0.25	0.14	-6.15	0.26	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.16	0.25	0.14	-6.16	0.25	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.17	0.24	0.14	-6.16	0.25	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.17	0.24	0.14	-6.17	0.24	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.18	0.24	0.14	-6.17	0.24	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.18	0.23	0.14	-6.18	0.24	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.19	0.23	0.14	-6.18	0.23	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.20	0.22	0.14	-6.19	0.23	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.20	0.22	0.14	-6.20	0.22	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.21	0.21	0.14	-6.20	0.22	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.21	0.21	0.14	-6.21	0.21	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.22	0.21	0.14	-6.21	0.21	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.23	0.20	0.14	-6.22	0.21	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.23	0.20	0.14	-6.23	0.20	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.24	0.19	0.14	-6.23	0.20	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.24	0.19	0.14	-6.24	0.19	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.25	0.19	0.14	-6.24	0.19	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.25	0.18	0.14	-6.25	0.19	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.26	0.18	0.14	-6.25	0.18	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.27	0.17	0.14	-6.26	0.18	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.27	0.17	0.14	-6.27	0.17	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.28	0.17	0.14	-6.27	0.17	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.28	0.16	0.14	-6.28	0.17	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.29	0.16	0.14	-6.28	0.16	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.30	0.15	0.14	-6.29	0.16	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.30	0.15	0.14	-6.30	0.15	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.30	0.15	0.14	-6.30	0.15	0.14	-0.00	0.00	-2.53	0.00	0.00	0.00	0.00	
-6.30	0.15	0.14	-6.30	0.15	0.14	-0.00	0.00	-2.52	0.00	0.00	0.00	0.00	
-6.30	0.15	0.14	-6.30	0.15	0.14	-0.00	0.00	-2.51	0.00	0.00	0.00	0.00	
-6.31	0.15	0.14	-6.30	0.15	0.14	-0.00	0.00	-2.49	0.00	0.00	0.00	0.00	
-6.31	0.15	0.14	-6.31	0.15	0.14	-0.00	0.00	-2.47	0.00	0.00	0.00	0.00	
-6.31	0.14	0.14	-6.31	0.15	0.14	-0.00	0.00	-2.45	0.00	0.00	0.00	0.00	
-6.32	0.14	0.14	-6.31	0.14	0.14	-0.00	0.00	-2.43	0.00	0.00	0.00	0.00	
-6.32	0.14	0.14	-6.32	0.14	0.14	-0.00	0.00	-2.42	0.00	0.00	0.00	0.00	
-6.32	0.14	0.14	-6.32	0.14	0.14	-0.00	0.00	-2.40	0.00	0.00	0.00	0.00	
-6.33	0.14	0.14	-6.32	0.14	0.14	-0.00	0.00	-2.38	0.00	0.00	0.00	0.00	
-6.33	0.13	0.14	-6.33	0.14	0.14	-0.00	0.00	-2.36	0.00	0.00	0.00	0.00	
-6.33	0.13	0.14	-6.33	0.13	0.14	-0.00	0.00	-2.33	0.00	0.00	0.00	0.00	
-6.34	0.13	0.14	-6.33	0.13	0.14	-0.00	0.00	-2.31	0.00	0.00	0.00	0.00	
-6.34	0.13	0.14	-6.34	0.13	0.14	-0.00	0.00	-2.29	0.00	0.00	0.00	0.00	
-6.34	0.13	0.14	-6.34	0.13	0.14	-0.00	0.00	-2.27	0.00	0.00	0.00	0.00	
-6.35	0.12	0.14	-6.34	0.13	0.14	-0.00	0.00	-2.25	0.00	0.00	0.00	0.00	
-6.35	0.12	0.14	-6.35	0.12	0.14	-0.00	0.00	-2.23	0.00	0.00	0.00	0.00	
-6.35	0.12	0.14	-6.35	0.12	0.14	-0.00	0.00	-2.21	0.00	0.00	0.00	0.00	
-6.36	0.12	0.14	-6.35	0.12	0.14	-0.00	0.00	-2.19	0.00	0.00	0.00	0.00	
-6.36	0.11	0.14	-6.36	0.12	0.14	-0.00	0.00	-2.17	0.00	0.00	0.00	0.00	
-6.36	0.11	0.14	-6.36	0.11	0.14	-0.00	0.00	-2.15	0.00	0.00	0.00	0.00	
-6.36	0.11	0.14	-6.36	0.11	0.14	-0.00	0.00	-2.13	0.00	0.00	0.00	0.00	
-6.37	0.11	0.14	-6.36	0.11	0.14	-0.00	0.00	-2.11	0.00	0.00	0.00	0.00	
-6.37	0.10	0.14	-6.37	0.11	0.14	-0.00	0.00	-2.09	0.00	0.00	0.00	0.00	
-6.37	0.10	0.14	-6.37	0.10	0.14	-0.00	0.00	-2.06	0.00	0.00	0.00	0.00	
-6.37	0.10	0.14	-6.37	0.10	0.14	-0.00	0.00	-2.04	0.00	0.00	0.00	0.00	
-6.38	0.10	0.14	-6.37	0.10	0.14	-0.00	0.00	-2.02	0.00	0.00	0.00	0.00	
-6.38	0.09	0.14	-6.38	0.10	0.14	-0.00	0.00	-2.00	0.00	0.00	0.00	0.00	
