10.300000,-2.052187,-0.360207
10.350000,-2.032822,-0.362092
10.400001,-2.013446,-0.363982
10.450000,-1.994051,-0.365874
10.500000,-1.975061,-0.367630
10.550000,-1.957104,-0.369132
10.600000,-1.939477,-0.370695
10.650001,-1.921035,-0.372690
10.700000,-1.901780,-0.375051
10.750000,-1.882440,-0.377451
10.800000,-1.863137,-0.379830
10.850000,-1.843813,-0.382217
10.900001,-1.824498,-0.384611
10.950000,-1.805143,-0.387003
11.000000,-1.785765,-0.389401
11.050000,-1.766365,-0.391799
11.100000,-1.746982,-0.394196
11.150001,-1.727606,-0.396591
11.200000,-1.708263,-0.398986
11.250000,-1.688935,-0.401375
11.300000,-1.669627,-0.403767
11.350000,-1.650309,-0.406154
11.400001,-1.630966,-0.408550
11.450000,-1.611617,-0.410946
11.500000,-1.592235,-0.413344
11.550000,-1.572841,-0.415737
11.600000,-1.553465,-0.418141
11.650001,-1.534495,-0.420582
11.700000,-1.516535,-0.423078
11.750000,-1.499577,-0.425534
11.800000,-1.483072,-0.427720
11.850000,-1.465768,-0.429497
11.900001,-1.447430,-0.430939
11.950000,-1.428096,-0.432147
12.000000,-1.408607,-0.433330
12.050000,-1.389101,-0.434502
12.100000,-1.369615,-0.435683
12.150001,-1.350134,-0.436861
12.200000,-1.330697,-0.438042
12.250000,-1.311265,-0.439214
12.300000,-1.291837,-0.440393
12.350000,-1.272403,-0.441567
12.400001,-1.252933,-0.442749
12.450000,-1.233452,-0.443925
12.500000,-1.213956,-0.445110
12.550000,-1.194458,-0.446288
12.600000,-1.174953,-0.447467
12.650001,-1.155509,-0.448645
12.700000,-1.136056,-0.449821
12.750000,-1.116635,-0.451001
12.800000,-1.097213,-0.452180
12.850000,-1.078197,-0.453226
12.900001,-1.060172,-0.454076
12.950000,-1.042405,-0.455012
13.000000,-1.023793,-0.456367
13.050000,-1.004395,-0.458031
13.100000,-0.984957,-0.459724
13.150001,-0.965534,-0.461398
13.200000,-0.946150,-0.463077
13.250000,-0.926763,-0.464761
13.300000,-0.907370,-0.466440
13.350000,-0.887955,-0.468121
13.400001,-0.868517,-0.469804
13.450000,-0.849058,-0.471487
13.500000,-0.829599,-0.473174
13.550000,-0.810145,-0.474860
13.600000,-0.790719,-0.476545
13.650001,-0.771317,-0.478227
13.700000,-0.751925,-0.479906
13.750000,-0.732547,-0.481578
13.800000,-0.713138,-0.483263
13.850000,-0.693712,-0.484946
13.900001,-0.674256,-0.486629
13.950000,-0.654796,-0.488314
14.000000,-0.635684,-0.490066
14.050000,-0.617493,-0.491895
14.100000,-0.599629,-0.493575
14.150001,-0.580936,-0.494940
14.200000,-0.561527,-0.496145
14.250000,-0.542101,-0.497340
14.300000,-0.522659,-0.498540
14.350000,-0.503176,-0.499740
14.400001,-0.483691,-0.500949
14.450000,-0.464176,-0.502154
14.500000,-0.444684,-0.503361
14.550000,-0.425233,-0.504567
14.600000,-0.405766,-0.505767
14.650001,-0.386353,-0.506965
14.700000,-0.366932,-0.508163
14.750000,-0.347503,-0.509369
14.800000,-0.328045,-0.510569
14.850000,-0.308562,-0.511774
14.900001,-0.289069,-0.512978
14.950000,-0.269571,-0.514185
15.000000,-0.250091,-0.515389
15.050000,-0.230642,-0.516597
15.100000,-0.211564,-0.517865
15.150001,-0.193394,-0.519247
15.200000,-0.175512,-0.520496
15.250000,-0.156821,-0.521401
15.300000,-0.137347,-0.522091
15.350000,-0.117849,-0.522793
15.400001,-0.098315,-0.523485
15.450000,-0.078800,-0.524180
15.500000,-0.059294,-0.524881
15.550000,-0.039814,-0.525573
15.600000,-0.020349,-0.526256
15.650001,-0.000911,-0.526967
15.700000,0.018558,-0.527660
15.750000,0.038024,-0.528355
15.800000,0.057536,-0.529045
15.850000,0.077058,-0.529740
15.900001,0.096583,-0.530435
15.950000,0.116092,-0.531130
16.000000,0.135599,-0.531832
16.049999,0.155059,-0.532524
16.099998,0.174517,-0.533211
16.150000,0.193958,-0.533906
16.199999,0.213420,-0.534597
16.250000,0.232551,-0.535366
16.299999,0.250811,-0.536278
16.349998,0.268842,-0.537043
16.400000,0.287673,-0.537463
16.449999,0.307144,-0.537650
16.500000,0.326638,-0.537833
16.549999,0.346100,-0.538020
16.599998,0.365567,-0.538221
16.650000,0.385005,-0.538391
16.699999,0.404487,-0.538568
16.750000,0.424006,-0.538749
16.799999,0.443515,-0.538938
16.849998,0.463060,-0.539121
16.900000,0.482596,-0.539314
16.949999,0.502098,-0.539494
17.000000,0.521604,-0.539694
17.049999,0.541068,-0.539857
17.099998,0.560513,-0.540041
17.150000,0.579981,-0.540218
17.199999,0.599484,-0.540417
17.250000,0.618981,-0.540585
17.299999,0.638540,-0.540761
17.349998,0.658090,-0.540958
17.400000,0.677180,-0.541223
17.449999,0.695329,-0.541630
17.500000,0.712483,-0.542096
17.549999,0.729351,-0.542387
17.599998,0.746894,-0.542186
17.650000,0.765457,-0.541576
17.699999,0.784847,-0.540635
17.750000,0.804343,-0.539652
17.799999,0.823845,-0.538701
17.849998,0.843353,-0.537748
17.900000,0.862857,-0.536782
17.949999,0.882358,-0.535835
18.000000,0.901786,-0.534848
18.049999,0.921208,-0.533909
18.099998,0.940638,-0.532946
