-5.600	-0.950	1589
-5.550	-0.950	756
-5.500	-0.950	731
-5.450	-0.950	717
-5.400	-0.950	701
-5.350	-0.950	700
-5.300	-0.950	696
-5.250	-0.950	701
-5.200	-0.950	716
-5.150	-0.950	722
-5.100	-0.950	712
-5.050	-0.950	735
-5.000	-0.950	728
-4.950	-0.950	719
-4.900	-0.950	682
-4.850	-0.950	726
-4.800	-0.950	715
-4.750	-0.950	745
-4.700	-0.950	727
-4.650	-0.950	760
-4.600	-0.950	751
-4.550	-0.950	763
-4.500	-0.950	749
-4.450	-0.950	803
-4.400	-0.950	754
-4.350	-0.950	785
-4.300	-0.950	779
-4.250	-0.950	787
-4.200	-0.950	783
-4.150	-0.950	803
-4.100	-0.950	788
-4.050	-0.950	801
-4.000	-0.950	802
-3.950	-0.950	804
-3.900	-0.950	827
-3.850	-0.950	805
-3.800	-0.950	820
-3.750	-0.950	832
-3.700	-0.950	814
-3.650	-0.950	808
-3.600	-0.950	842
-3.550	-0.950	851
-3.550	0.900	505
-3.550	0.950	481
-3.550	1.000	439
-3.550	1.050	429
-3.550	1.100	387
-3.550	1.150	378
-3.550	1.200	342
-3.550	1.250	327
-3.550	1.300	304
-3.550	1.350	275
-3.550	1.400	247
-3.550	1.450	224
-3.550	1.500	197
-3.550	1.550	172
-3.550	1.600	156
-3.550	1.650	121
-3.550	1.700	107
-3.550	1.750	87
-3.550	1.800	62
-3.550	1.850	40
-3.550	1.900	30
-3.550	1.950	9
-3.550	2.000	3
-3.500	-0.950	830
-3.500	0.900	378
-3.450	-0.950	855
-3.450	0.900	388
-3.400	-0.950	839
-3.400	0.900	379
-3.350	-0.950	859
-3.350	0.900	406
-3.300	-0.950	837
-3.300	0.900	403
-3.250	-0.950	862
-3.250	0.900	415
-3.200	-0.950	870
-3.200	0.900	422
-3.150	-0.950	833
-3.150	0.900	439
-3.100	-0.950	878
-3.100	0.900	436
-3.050	-0.950	852
-3.050	0.900	433
-3.000	-0.950	864
-3.000	0.900	470
-2.950	-0.950	857
-2.950	0.900	459
-2.900	-0.950	855
-2.900	0.900	471
-2.850	-0.950	745
-2.850	0.900	465
-2.800	-0.950	701
-2.800	0.900	649
-2.750	-0.950	616
-2.750	0.900	251
-2.700	-0.950	331
-2.700	0.900	487
-2.650	0.900	511
-2.600	0.900	497
-2.550	0.900	515
-2.500	0.900	507
-2.450	0.900	525
-2.400	0.900	514
-2.350	0.900	529
-2.300	0.900	539
-2.250	0.900	540
-2.200	0.900	560
-2.150	0.900	558
-2.100	0.900	553
-2.050	0.900	546
-2.000	0.900	569
-1.950	0.900	868
-1.900	0.900	376
-1.850	0.900	575
-1.800	0.900	570
-1.750	0.900	572
-1.700	0.900	601
-1.650	0.900	577
-1.600	0.900	554
-1.550	0.900	531
-1.500	0.900	521
-1.450	0.900	522
-1.400	0.900	538
-1.350	0.900	486
-1.300	0.900	462
-1.250	0.900	44
0.800	2.050	180
0.800	2.100	144
0.800	2.150	114
0.800	2.200	96
0.800	2.250	77
0.800	2.300	60
0.800	2.350	39
0.800	2.400	31
0.800	2.450	16
0.800	2.500	3
0.850	2.050	5
1.850	-3.700	2
1.850	-3.650	4
1.850	-3.600	8
1.900	-3.550	11
1.900	-3.500	13
1.900	-3.450	14
1.900	-3.400	7
1.950	-3.400	10
1.950	-3.350	22
1.950	-3.300	10
2.000	-3.350	2
2.050	-3.350	8
2.050	2.850	6
2.100	-3.350	3
2.100	2.850	29
2.150	2.850	37
2.200	-3.400	11
2.200	2.850	56
2.250	-3.400	3
2.250	2.850	68
2.300	-3.400	4
2.300	2.850	75
2.350	-3.450	10
2.350	2.850	95
2.400	2.850	91
2.450	-3.450	7
2.450	2.850	87
2.500	-3.500	1
2.500	-3.450	8
2.500	2.850	70
2.550	-3.500	4
2.550	2.850	101
2.600	-3.500	4
2.600	2.850	104
2.650	-3.500	10
2.650	2.850	69
2.700	2.850	105
2.750	-3.550	14
2.750	2.850	99
2.800	-3.550	2
2.800	2.850	99
2.850	-3.550	4
2.850	2.850	100
2.900	2.850	90
2.950	2.850	102
3.000	2.850	107
3.050	2.850	112
3.100	2.850	81
3.150	2.850	113
3.200	2.850	127
3.250	2.850	89
3.300	2.850	111
3.350	2.850	121
3.400	2.850	98
3.450	2.850	116
3.500	2.850	120
3.550	2.850	106
3.600	2.850	111
3.650	2.850	110
3.700	2.850	121
3.750	2.850	110
3.800	-3.200	56
3.800	-3.150	73
3.800	-3.100	71
3.800	-3.050	79
3.800	-3.000	74
3.800	-2.950	87
3.800	-2.900	82
3.800	-2.850	90
3.800	-2.800	95
3.800	-2.750	108
3.800	-2.700	102
3.800	-2.650	117
3.800	-2.600	110
3.800	-2.550	129
3.800	-2.500	134
3.800	-2.450	140
3.800	-2.400	144
3.800	-2.350	152
3.800	-2.300	170
3.800	2.850	112
3.850	-4.050	1
3.850	-4.000	19
3.850	-3.950	27
3.850	-3.900	30
3.850	-3.850	31
3.850	-2.300	35
3.850	2.850	117
3.900	-3.850	12
